student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade,avg_marks,performance_level
7441,14,female,public,graduate,4.8,60.4,yes,30-60 min,yes,textbook,81.2,59.8,75.3,67.8,D,72.10000000000001,Good
7442,17,female,private,post graduate,4.4,58.4,yes,>60 min,no,textbook,70.7,42.6,43.1,55.5,D,52.13333333333333,Average
7443,17,female,public,high school,1.7,85.9,yes,15-30 min,yes,notes,38.4,44.8,48.1,46.0,E,43.76666666666666,Average
7444,17,female,private,no formal,0.6,64.9,yes,>60 min,yes,online videos,58.6,32.9,52.2,40.7,E,47.9,Average
7445,18,other,public,high school,5.3,70.9,yes,>60 min,yes,coaching,50.5,78.3,77.0,69.6,D,68.60000000000001,Good
7446,19,male,private,diploma,6.3,72.6,yes,15-30 min,no,textbook,71.3,56.0,80.5,71.4,C,69.26666666666667,Good
7447,14,other,private,diploma,4.2,89.2,yes,>60 min,no,notes,72.0,84.5,75.0,77.8,C,77.16666666666667,Good
7448,16,female,private,high school,4.8,78.7,yes,>60 min,yes,group study,70.1,63.0,61.2,71.4,C,64.76666666666667,Good
7449,18,male,public,no formal,7.7,87.1,no,>60 min,yes,notes,100.0,93.2,85.8,91.3,B,93.0,Excellent
7450,18,male,public,post graduate,6.3,99.4,no,15-30 min,yes,notes,64.9,75.3,85.8,81.9,C,75.33333333333333,Good
7451,18,female,public,post graduate,3.0,85.5,yes,30-60 min,yes,notes,59.2,66.6,52.0,56.8,D,59.26666666666667,Average
7452,18,male,private,no formal,6.9,63.9,no,30-60 min,no,group study,73.5,86.8,97.7,89.4,B,86.0,Excellent
7453,19,male,private,post graduate,4.6,88.3,yes,15-30 min,yes,coaching,63.8,79.9,73.4,72.2,C,72.36666666666666,Good
7454,19,male,private,phd,4.4,92.5,yes,30-60 min,no,mixed,76.1,74.2,70.5,71.6,C,73.60000000000001,Good
7455,17,other,private,phd,5.7,71.5,yes,30-60 min,yes,mixed,73.4,82.7,72.1,73.1,C,76.06666666666668,Good
7456,15,other,public,high school,3.7,83.0,yes,30-60 min,yes,mixed,60.0,53.2,41.5,58.2,D,51.56666666666666,Average
7457,17,male,public,diploma,7.1,74.5,no,15-30 min,no,notes,72.1,99.8,73.5,85.4,B,81.8,Excellent
7458,18,other,public,no formal,1.8,56.4,yes,<15 min,no,mixed,42.0,24.9,41.5,30.0,F,36.13333333333333,Poor
7459,14,female,public,no formal,3.7,86.4,yes,30-60 min,yes,textbook,63.7,72.6,69.0,71.5,C,68.43333333333334,Good
7460,18,other,private,phd,1.0,72.2,yes,>60 min,yes,textbook,41.7,31.2,27.5,32.1,F,33.46666666666667,Poor
7461,17,male,public,phd,5.8,67.3,yes,30-60 min,no,notes,68.6,77.4,56.8,69.9,D,67.60000000000001,Good
7462,19,male,private,high school,2.5,73.4,yes,15-30 min,yes,online videos,61.4,66.9,57.1,52.2,E,61.800000000000004,Good
7463,15,male,public,diploma,3.7,79.1,yes,30-60 min,yes,group study,78.5,59.9,40.5,60.4,D,59.63333333333333,Average
7464,19,other,public,no formal,7.1,87.8,yes,<15 min,no,group study,97.3,100.0,100.0,98.9,A,99.10000000000001,Excellent
7465,16,female,public,post graduate,1.9,95.4,yes,30-60 min,no,textbook,63.2,33.1,21.8,43.9,E,39.36666666666667,Poor
7466,17,male,private,graduate,0.5,84.2,yes,15-30 min,no,textbook,40.1,36.3,32.9,33.4,F,36.43333333333334,Poor
7467,17,other,private,high school,4.8,99.7,yes,30-60 min,no,notes,79.6,93.2,85.6,76.9,C,86.13333333333333,Excellent
7468,17,other,private,phd,3.8,57.9,yes,<15 min,yes,group study,41.3,54.0,49.7,53.1,E,48.333333333333336,Average
7469,19,female,private,no formal,0.9,57.7,yes,15-30 min,yes,textbook,35.0,44.0,39.0,40.1,E,39.333333333333336,Poor
7470,15,other,private,high school,2.7,89.5,yes,<15 min,yes,textbook,57.1,64.5,64.5,53.3,E,62.03333333333333,Good
7471,18,male,public,post graduate,2.3,81.7,yes,>60 min,yes,group study,55.3,52.9,42.5,58.2,D,50.23333333333333,Average
7472,19,female,public,diploma,2.5,93.1,no,15-30 min,no,online videos,54.4,71.4,47.4,50.4,E,57.73333333333334,Average
7473,15,other,public,post graduate,6.4,83.9,yes,>60 min,yes,online videos,92.3,86.6,81.5,88.9,B,86.8,Excellent
7474,15,female,public,high school,2.8,50.6,yes,15-30 min,yes,notes,37.3,52.1,46.2,48.3,E,45.20000000000001,Average
7475,16,male,public,graduate,4.2,83.6,yes,<15 min,yes,coaching,56.2,45.1,59.8,61.2,D,53.70000000000001,Average
7476,18,other,private,graduate,2.5,60.6,yes,>60 min,yes,textbook,50.0,47.6,45.8,36.5,F,47.79999999999999,Average
7477,19,other,public,no formal,7.6,72.3,yes,15-30 min,yes,mixed,85.7,93.7,75.9,90.7,B,85.10000000000001,Excellent
7478,18,other,public,high school,6.3,84.6,yes,15-30 min,no,mixed,75.1,86.5,91.8,87.8,B,84.46666666666665,Excellent
7479,18,female,public,high school,3.7,82.8,yes,30-60 min,no,coaching,62.5,61.2,87.1,71.0,C,70.26666666666667,Good
7480,16,male,public,graduate,6.0,69.1,yes,>60 min,no,online videos,85.8,97.8,72.1,78.0,C,85.23333333333333,Excellent
7481,17,male,private,diploma,2.9,85.7,yes,30-60 min,no,notes,50.0,60.6,57.3,55.2,D,55.96666666666666,Average
7482,15,other,private,diploma,1.1,97.2,yes,30-60 min,no,notes,42.4,73.2,46.3,55.9,D,53.96666666666666,Average
7483,16,other,private,high school,3.7,61.5,yes,>60 min,yes,notes,49.9,56.5,71.2,53.5,E,59.20000000000001,Average
7484,15,male,public,phd,4.7,56.0,no,15-30 min,yes,coaching,59.2,56.7,34.0,53.5,E,49.96666666666667,Average
7485,14,female,private,post graduate,3.1,56.8,yes,15-30 min,yes,online videos,49.2,59.7,54.6,56.7,D,54.5,Average
7486,19,female,public,post graduate,3.5,72.9,yes,<15 min,yes,textbook,61.2,50.4,55.9,56.4,D,55.833333333333336,Average
7487,18,female,public,high school,5.9,64.9,yes,30-60 min,yes,mixed,73.5,65.7,50.1,70.2,C,63.099999999999994,Good
7488,17,female,private,post graduate,7.2,73.4,yes,>60 min,yes,coaching,95.8,94.9,79.1,93.9,B,89.93333333333332,Excellent
7489,14,other,private,high school,7.2,54.2,yes,15-30 min,no,textbook,79.4,100.0,81.0,88.5,B,86.8,Excellent
7490,14,other,public,diploma,4.8,62.3,yes,30-60 min,yes,mixed,47.6,36.9,54.8,59.1,D,46.43333333333334,Average
7491,14,male,public,high school,5.2,67.4,yes,>60 min,yes,textbook,74.9,76.1,64.4,63.5,D,71.8,Good
7492,18,female,private,high school,4.5,96.7,no,<15 min,no,group study,83.7,67.6,53.2,76.9,C,68.16666666666667,Good
7493,15,other,public,graduate,3.3,64.9,no,<15 min,no,mixed,57.7,53.5,61.3,54.3,E,57.5,Average
7494,15,male,public,high school,6.0,52.4,no,15-30 min,no,group study,78.5,69.8,70.6,74.9,C,72.96666666666667,Good
7495,19,other,private,post graduate,1.3,65.6,yes,<15 min,no,notes,52.7,52.3,46.5,45.5,E,50.5,Average
7496,19,female,public,graduate,7.2,96.8,yes,30-60 min,yes,online videos,80.9,100.0,83.0,86.6,B,87.96666666666665,Excellent
7497,18,female,public,phd,2.6,71.4,yes,15-30 min,yes,coaching,55.0,52.6,36.2,45.3,E,47.93333333333334,Average
7498,15,male,public,high school,2.1,90.9,yes,>60 min,yes,notes,42.3,37.2,52.4,45.3,E,43.96666666666667,Average
7499,17,other,public,phd,2.6,63.4,yes,>60 min,no,coaching,40.6,45.1,54.7,42.7,E,46.800000000000004,Average
7500,15,female,public,no formal,6.6,56.8,yes,30-60 min,yes,notes,86.4,79.1,83.5,70.4,C,83.0,Excellent
7501,19,female,private,graduate,2.5,74.8,yes,15-30 min,no,coaching,60.6,57.8,58.2,54.1,E,58.866666666666674,Average
7502,14,female,public,diploma,5.1,85.1,yes,<15 min,yes,textbook,74.5,89.0,69.5,81.3,C,77.66666666666667,Good
7503,18,male,public,post graduate,3.1,92.3,no,15-30 min,yes,textbook,70.6,76.5,60.8,65.4,D,69.3,Good
7504,17,other,private,no formal,5.4,62.1,yes,<15 min,yes,online videos,67.5,66.0,62.4,71.0,C,65.3,Good
7505,18,male,public,high school,4.9,99.3,yes,15-30 min,yes,coaching,84.7,84.9,79.4,84.6,C,83.00000000000001,Excellent
7506,16,male,private,high school,8.0,74.5,yes,15-30 min,no,online videos,96.1,97.3,79.2,93.2,B,90.86666666666666,Excellent
7507,14,other,public,phd,2.8,75.1,yes,30-60 min,yes,textbook,28.6,53.5,58.9,45.3,E,47.0,Average
7508,18,male,public,graduate,3.1,92.9,yes,30-60 min,no,textbook,56.0,62.1,60.2,60.5,D,59.43333333333334,Average
7509,17,other,private,no formal,2.0,70.4,yes,>60 min,yes,notes,37.2,25.5,32.8,40.6,E,31.833333333333332,Poor
7510,16,female,public,post graduate,4.0,87.9,yes,30-60 min,yes,mixed,60.2,59.3,63.8,58.7,D,61.1,Good
7511,16,other,public,high school,6.8,78.4,yes,>60 min,no,group study,76.6,88.7,85.7,90.5,B,83.66666666666667,Excellent
7512,16,male,private,high school,2.1,56.8,yes,30-60 min,no,mixed,25.2,34.8,40.4,40.8,E,33.46666666666667,Poor
7513,16,other,public,diploma,7.7,51.6,yes,<15 min,yes,textbook,85.6,74.5,74.7,84.0,C,78.26666666666667,Good
7514,15,male,public,post graduate,0.6,96.7,yes,30-60 min,no,online videos,53.8,31.2,31.8,42.0,E,38.93333333333333,Poor
7515,15,other,public,phd,6.5,93.3,no,>60 min,no,mixed,94.7,87.5,100.0,91.9,B,94.06666666666666,Excellent
7516,15,female,public,no formal,5.7,99.2,yes,30-60 min,yes,textbook,100.0,81.4,93.5,87.7,B,91.63333333333333,Excellent
7517,14,male,public,phd,7.3,83.7,yes,30-60 min,yes,online videos,85.9,84.7,99.9,87.5,B,90.16666666666667,Excellent
7518,19,female,public,phd,4.4,82.3,yes,<15 min,no,online videos,59.8,57.7,57.1,60.7,D,58.199999999999996,Average
7519,15,male,public,high school,5.6,60.4,yes,>60 min,no,group study,60.4,56.4,66.9,67.9,D,61.23333333333333,Good
7520,14,male,public,graduate,0.9,82.1,yes,<15 min,yes,coaching,58.2,21.9,48.9,44.3,E,43.0,Average
7521,14,other,public,diploma,3.5,74.4,yes,30-60 min,no,online videos,52.7,73.0,53.4,59.9,D,59.699999999999996,Average
7522,19,female,private,diploma,6.3,68.9,yes,15-30 min,yes,textbook,82.4,84.5,68.5,81.4,C,78.46666666666667,Good
7523,16,other,private,graduate,1.3,84.1,no,>60 min,yes,notes,21.1,37.3,48.7,44.3,E,35.699999999999996,Poor
7524,15,other,public,graduate,6.4,54.2,yes,<15 min,yes,notes,83.5,70.2,64.9,70.1,C,72.86666666666666,Good
7525,16,female,public,diploma,2.8,75.2,yes,15-30 min,no,notes,53.0,60.9,42.4,45.1,E,52.1,Average
7526,14,female,private,diploma,3.1,87.9,yes,15-30 min,no,textbook,65.0,81.1,81.2,67.0,D,75.76666666666667,Good
7527,15,male,public,diploma,5.4,91.5,yes,>60 min,no,textbook,70.4,56.0,66.1,72.1,C,64.16666666666667,Good
7528,15,male,public,diploma,1.1,74.5,yes,<15 min,yes,mixed,37.3,32.5,37.2,34.2,F,35.666666666666664,Poor
7529,18,other,private,no formal,5.2,67.6,yes,15-30 min,no,online videos,81.0,63.3,59.4,60.4,D,67.9,Good
7530,14,male,public,diploma,7.4,78.6,yes,15-30 min,no,group study,87.9,100.0,93.1,92.4,B,93.66666666666667,Excellent
7531,16,female,public,post graduate,1.2,56.4,yes,30-60 min,no,textbook,45.4,31.5,24.6,41.8,E,33.833333333333336,Poor
7532,18,male,private,phd,2.4,54.6,no,<15 min,no,coaching,23.0,35.3,40.4,35.7,F,32.9,Poor
7533,19,other,public,post graduate,0.6,91.0,yes,15-30 min,no,textbook,51.5,32.8,57.2,41.7,E,47.166666666666664,Average
7534,17,female,public,phd,4.4,56.3,yes,15-30 min,no,group study,78.4,62.6,79.4,66.3,D,73.46666666666667,Good
7535,15,female,public,post graduate,6.0,70.9,yes,<15 min,yes,online videos,70.1,79.3,76.6,78.6,C,75.33333333333333,Good
7536,16,other,private,graduate,7.4,70.6,yes,<15 min,no,coaching,76.1,70.7,98.1,79.2,C,81.63333333333334,Excellent
7537,15,male,private,post graduate,3.3,99.2,yes,<15 min,yes,coaching,87.4,70.5,85.9,74.4,C,81.26666666666667,Excellent
7538,17,male,private,phd,1.6,85.3,no,30-60 min,no,online videos,46.4,45.1,42.5,44.2,E,44.666666666666664,Average
7539,15,female,public,high school,0.7,88.3,yes,30-60 min,no,textbook,35.4,59.0,65.7,50.1,E,53.366666666666674,Average
7540,17,male,private,no formal,2.9,83.5,yes,30-60 min,no,coaching,60.5,41.5,48.0,49.5,E,50.0,Average
7541,17,male,public,high school,4.3,63.6,no,<15 min,no,notes,64.3,71.8,72.3,68.0,D,69.46666666666665,Good
7542,19,male,public,graduate,7.3,68.1,yes,30-60 min,no,mixed,83.6,93.4,100.0,94.4,B,92.33333333333333,Excellent
7543,16,other,private,post graduate,2.1,59.2,yes,<15 min,yes,online videos,51.9,52.6,39.3,44.9,E,47.93333333333334,Average
7544,19,male,public,diploma,6.4,77.1,yes,>60 min,yes,notes,100.0,70.3,84.9,86.2,B,85.06666666666668,Excellent
7545,16,male,public,phd,4.1,53.9,yes,<15 min,yes,mixed,64.1,53.2,46.5,62.9,D,54.6,Average
7546,18,other,public,high school,7.0,95.2,yes,15-30 min,no,textbook,90.4,85.0,86.1,92.2,B,87.16666666666667,Excellent
7547,17,male,private,diploma,7.0,59.8,yes,30-60 min,yes,coaching,70.9,73.9,92.2,87.1,B,79.0,Good
7548,18,male,private,phd,6.9,60.7,yes,<15 min,yes,notes,69.5,84.0,82.6,82.8,C,78.7,Good
7549,16,female,private,high school,3.5,74.2,yes,<15 min,no,online videos,33.2,53.9,60.4,54.3,E,49.166666666666664,Average
7550,18,male,private,post graduate,3.1,66.0,yes,>60 min,no,mixed,32.8,44.9,21.8,41.6,E,33.166666666666664,Poor
7551,16,other,public,no formal,2.1,58.3,yes,15-30 min,yes,online videos,37.4,46.6,48.6,45.3,E,44.199999999999996,Average
7552,16,female,public,phd,2.2,99.3,no,15-30 min,yes,textbook,48.6,76.4,48.4,56.9,D,57.800000000000004,Average
7553,16,other,private,high school,5.1,64.0,yes,30-60 min,yes,online videos,69.8,79.7,81.1,72.5,C,76.86666666666666,Good
7554,18,male,public,graduate,7.7,87.0,yes,15-30 min,yes,group study,94.7,100.0,85.2,95.3,A,93.3,Excellent
7555,17,female,private,post graduate,5.0,86.3,yes,15-30 min,yes,mixed,55.6,64.8,75.5,66.6,D,65.3,Good
7556,14,male,public,diploma,3.6,62.2,yes,30-60 min,yes,coaching,53.6,71.3,40.4,54.9,E,55.1,Average
7557,18,male,public,graduate,2.3,63.9,yes,>60 min,yes,textbook,52.8,43.7,49.5,46.6,E,48.666666666666664,Average
7558,18,female,public,post graduate,5.4,76.7,yes,<15 min,yes,coaching,83.1,78.9,72.9,73.0,C,78.3,Good
7559,14,other,private,phd,2.1,93.1,yes,>60 min,no,online videos,51.8,44.1,49.2,47.3,E,48.366666666666674,Average
7560,19,male,public,no formal,1.2,87.0,yes,>60 min,no,online videos,50.0,38.9,34.1,36.5,F,41.0,Average
7561,17,other,public,diploma,1.2,65.2,yes,30-60 min,yes,textbook,16.3,36.3,38.8,31.2,F,30.466666666666665,Poor
7562,14,male,private,phd,6.9,52.2,yes,>60 min,yes,mixed,50.2,89.1,82.3,79.9,C,73.86666666666667,Good
7563,16,male,private,graduate,3.4,80.4,yes,30-60 min,yes,coaching,64.5,48.7,60.5,59.2,D,57.9,Average
7564,19,female,private,no formal,7.6,73.8,yes,>60 min,no,mixed,100.0,92.2,91.1,90.7,B,94.43333333333332,Excellent
7565,15,female,private,no formal,4.2,67.2,yes,<15 min,no,mixed,43.6,49.1,47.5,58.8,D,46.73333333333333,Average
7566,19,female,public,post graduate,5.7,82.3,no,15-30 min,no,online videos,80.6,79.7,85.7,83.2,C,82.0,Excellent
7567,16,other,private,diploma,6.7,97.6,yes,>60 min,yes,notes,95.4,100.0,91.1,100.0,A,95.5,Excellent
7568,15,male,public,post graduate,7.1,95.2,yes,15-30 min,no,coaching,100.0,98.3,100.0,95.4,A,99.43333333333334,Excellent
7569,16,other,private,phd,1.7,83.3,yes,>60 min,no,online videos,60.8,55.5,52.6,55.8,D,56.300000000000004,Average
7570,17,other,public,no formal,2.1,98.0,yes,<15 min,yes,notes,49.2,41.5,50.0,51.0,E,46.9,Average
7571,18,other,private,diploma,1.6,69.8,yes,<15 min,no,notes,55.7,52.4,53.6,44.6,E,53.9,Average
7572,19,male,public,no formal,3.8,55.1,yes,30-60 min,yes,group study,62.8,44.6,55.9,61.1,D,54.43333333333334,Average
7573,15,female,public,phd,1.7,72.6,yes,>60 min,no,online videos,44.0,55.0,47.1,51.8,E,48.699999999999996,Average
7574,19,other,private,diploma,5.4,83.0,no,<15 min,yes,mixed,79.5,69.3,67.9,68.1,D,72.23333333333333,Good
7575,17,other,private,phd,3.2,90.1,yes,>60 min,yes,textbook,47.9,63.9,73.4,63.3,D,61.73333333333333,Good
7576,14,other,public,high school,7.7,96.9,yes,15-30 min,no,notes,89.8,100.0,100.0,92.5,B,96.60000000000001,Excellent
7577,19,other,public,no formal,6.6,75.9,yes,>60 min,yes,textbook,75.9,81.3,83.5,79.2,C,80.23333333333333,Excellent
7578,16,female,private,phd,5.9,68.7,yes,<15 min,yes,notes,100.0,95.3,62.3,77.5,C,85.86666666666667,Excellent
7579,17,male,private,graduate,5.7,64.1,yes,30-60 min,yes,online videos,64.9,95.6,90.5,80.9,C,83.66666666666667,Excellent
7580,18,male,private,high school,0.8,80.3,yes,>60 min,yes,coaching,35.5,40.3,36.6,46.1,E,37.46666666666667,Poor
7581,14,male,public,post graduate,1.1,84.6,yes,30-60 min,no,online videos,49.0,40.8,41.7,40.5,E,43.833333333333336,Average
7582,15,other,public,diploma,3.7,81.6,yes,>60 min,no,online videos,50.7,54.5,74.0,58.8,D,59.73333333333333,Average
7583,18,male,private,no formal,7.4,59.8,yes,<15 min,yes,mixed,88.3,98.0,78.0,85.1,B,88.10000000000001,Excellent
7584,15,female,private,high school,1.2,72.3,yes,30-60 min,no,mixed,26.0,34.5,37.7,29.0,F,32.733333333333334,Poor
7585,14,other,private,post graduate,3.7,53.7,no,<15 min,no,textbook,47.5,44.1,52.9,54.9,E,48.166666666666664,Average
7586,14,male,private,no formal,6.5,76.0,yes,>60 min,yes,mixed,75.3,82.9,58.7,74.2,C,72.3,Good
7587,18,female,public,diploma,2.9,60.7,yes,<15 min,yes,textbook,44.1,39.4,46.6,38.2,F,43.36666666666667,Average
7588,14,female,private,high school,7.5,94.5,yes,>60 min,no,online videos,84.0,100.0,90.2,92.8,B,91.39999999999999,Excellent
7589,14,other,public,post graduate,7.5,90.4,yes,30-60 min,yes,notes,79.1,78.6,85.7,91.3,B,81.13333333333333,Excellent
7590,17,female,public,phd,0.9,86.6,no,<15 min,yes,mixed,43.9,46.0,55.7,46.9,E,48.53333333333334,Average
7591,14,female,private,post graduate,5.1,55.6,yes,>60 min,yes,notes,61.3,71.3,70.5,67.1,D,67.7,Good
7592,17,other,private,post graduate,1.6,72.3,yes,15-30 min,no,coaching,38.6,27.5,26.0,33.0,F,30.7,Poor
7593,17,other,private,no formal,3.8,59.0,yes,>60 min,no,coaching,53.0,56.7,37.7,51.9,E,49.13333333333333,Average
7594,17,other,public,phd,7.2,52.2,yes,15-30 min,no,online videos,85.3,76.7,80.1,81.7,C,80.7,Excellent
7595,16,other,private,no formal,1.1,70.1,no,15-30 min,no,coaching,29.4,31.9,26.5,30.0,F,29.266666666666666,Poor
7596,18,other,public,diploma,7.5,65.7,yes,<15 min,no,textbook,81.9,96.1,88.1,87.9,B,88.7,Excellent
7597,17,other,public,post graduate,8.0,95.9,yes,<15 min,no,online videos,100.0,100.0,100.0,100.0,A,100.0,Excellent
7598,16,other,private,high school,5.5,96.3,yes,30-60 min,no,mixed,86.3,69.5,93.1,83.6,C,82.96666666666667,Excellent
7599,14,male,private,high school,3.2,96.7,yes,15-30 min,no,notes,57.0,87.6,83.0,73.2,C,75.86666666666666,Good
7600,15,female,public,no formal,2.4,50.7,yes,<15 min,yes,notes,45.4,49.8,72.5,41.2,E,55.9,Average
7601,14,male,public,diploma,3.7,75.9,yes,<15 min,no,notes,54.8,72.1,72.6,68.8,D,66.5,Good
7602,14,female,public,diploma,1.8,50.9,yes,30-60 min,yes,online videos,30.1,44.9,16.5,26.1,F,30.5,Poor
7603,15,female,private,diploma,0.7,80.2,yes,15-30 min,no,coaching,58.1,44.4,46.4,44.8,E,49.63333333333333,Average
7604,15,other,public,no formal,1.0,75.4,yes,30-60 min,no,online videos,35.5,41.9,29.6,33.9,F,35.666666666666664,Poor
7605,14,female,public,high school,5.5,71.5,yes,>60 min,yes,group study,90.8,50.8,58.7,69.3,D,66.76666666666667,Good
7606,15,other,public,no formal,0.7,52.6,yes,<15 min,yes,online videos,5.9,35.0,15.7,19.8,F,18.866666666666664,Poor
7607,17,other,private,high school,2.8,55.2,yes,<15 min,no,group study,50.4,49.5,63.9,41.9,E,54.6,Average
7608,15,other,public,graduate,5.6,65.7,no,<15 min,yes,textbook,68.8,87.4,69.0,71.8,C,75.06666666666666,Good
7609,15,male,public,no formal,1.8,62.1,yes,<15 min,no,online videos,31.7,36.6,56.1,42.5,E,41.46666666666667,Average
7610,14,other,public,no formal,3.0,58.9,yes,>60 min,yes,group study,61.8,67.9,56.9,46.4,E,62.199999999999996,Good
7611,14,male,public,graduate,0.7,92.6,yes,30-60 min,no,coaching,49.6,59.9,55.1,51.9,E,54.86666666666667,Average
7612,14,female,private,graduate,1.3,51.4,yes,30-60 min,yes,textbook,33.3,41.9,43.6,33.2,F,39.599999999999994,Poor
7613,16,female,private,phd,2.2,60.9,yes,>60 min,yes,mixed,37.0,28.9,42.1,37.4,F,36.0,Poor
7614,17,male,private,graduate,1.4,95.9,yes,>60 min,no,mixed,78.2,57.9,40.0,52.5,E,58.699999999999996,Average
7615,18,other,public,phd,4.0,93.6,yes,>60 min,no,online videos,81.2,77.6,79.6,74.2,C,79.46666666666667,Good
7616,17,other,public,post graduate,1.5,67.8,no,<15 min,yes,online videos,41.6,31.4,30.7,29.8,F,34.56666666666667,Poor
7617,17,female,private,graduate,2.8,90.2,yes,>60 min,yes,coaching,54.8,68.1,46.8,63.4,D,56.56666666666666,Average
7618,19,male,private,diploma,5.9,57.6,yes,30-60 min,yes,online videos,52.0,45.9,62.9,61.4,D,53.6,Average
7619,15,male,private,no formal,5.4,82.0,yes,<15 min,no,textbook,69.0,86.1,75.8,76.1,C,76.96666666666665,Good
7620,18,male,private,post graduate,3.4,94.2,yes,<15 min,no,notes,50.7,46.8,57.3,54.9,E,51.6,Average
7621,19,other,public,phd,7.5,73.6,yes,30-60 min,yes,online videos,72.1,82.6,100.0,82.6,C,84.89999999999999,Excellent
7622,17,female,private,diploma,6.4,58.3,yes,15-30 min,yes,coaching,73.6,74.4,93.4,76.6,C,80.46666666666667,Excellent
7623,19,male,private,diploma,5.1,78.9,yes,15-30 min,yes,mixed,82.8,70.3,72.3,70.2,C,75.13333333333333,Good
7624,14,female,private,no formal,3.8,87.4,yes,<15 min,yes,coaching,60.8,46.6,70.4,60.2,D,59.26666666666667,Average
7625,19,other,public,graduate,1.0,93.3,yes,15-30 min,yes,notes,20.0,24.8,35.4,39.5,F,26.73333333333333,Poor
7626,17,female,private,high school,3.6,69.0,yes,15-30 min,no,textbook,78.6,60.7,57.6,64.2,D,65.63333333333334,Good
7627,15,female,public,no formal,4.6,64.2,yes,15-30 min,no,group study,48.1,47.5,71.8,64.0,D,55.79999999999999,Average
7628,14,male,public,no formal,7.9,84.3,no,>60 min,no,mixed,100.0,90.0,96.7,100.0,A,95.56666666666666,Excellent
7629,18,other,private,diploma,7.6,62.5,yes,<15 min,yes,online videos,87.0,93.5,91.4,88.0,B,90.63333333333333,Excellent
7630,16,male,private,diploma,1.3,62.1,no,30-60 min,yes,online videos,53.7,24.0,20.8,27.4,F,32.833333333333336,Poor
7631,15,other,private,diploma,7.8,59.1,yes,30-60 min,no,coaching,100.0,85.9,89.2,88.5,B,91.7,Excellent
7632,16,male,private,post graduate,6.2,68.4,no,<15 min,no,textbook,79.6,87.7,79.9,73.0,C,82.4,Excellent
7633,19,male,private,graduate,5.6,72.0,yes,<15 min,yes,online videos,76.7,52.1,88.0,77.1,C,72.26666666666667,Good
7634,16,female,private,post graduate,7.3,86.2,yes,>60 min,no,mixed,100.0,88.4,87.8,93.2,B,92.06666666666666,Excellent
7635,14,male,public,high school,2.9,55.4,yes,30-60 min,yes,textbook,56.0,56.1,72.1,54.6,E,61.4,Good
7636,15,male,public,high school,3.5,71.3,yes,15-30 min,yes,coaching,62.0,60.5,60.1,56.4,D,60.86666666666667,Good
7637,14,male,public,graduate,7.0,82.9,no,15-30 min,yes,online videos,98.1,82.5,96.8,96.1,A,92.46666666666665,Excellent
7638,18,other,private,no formal,1.3,77.2,yes,15-30 min,no,textbook,26.2,36.5,36.3,33.0,F,33.0,Poor
7639,18,other,private,post graduate,5.8,89.4,yes,>60 min,no,mixed,78.3,70.7,76.3,74.8,C,75.10000000000001,Good
7640,19,male,private,high school,6.6,94.6,no,<15 min,no,textbook,75.7,97.4,86.7,83.6,C,86.60000000000001,Excellent
7641,17,female,public,phd,7.1,60.6,yes,<15 min,no,online videos,96.3,97.3,92.7,88.7,B,95.43333333333334,Excellent
7642,18,female,public,phd,2.1,95.4,yes,15-30 min,no,group study,48.5,45.8,49.2,48.5,E,47.833333333333336,Average
7643,16,female,public,graduate,5.6,94.3,yes,<15 min,no,mixed,85.9,91.0,100.0,91.3,B,92.3,Excellent
7644,17,female,private,high school,1.1,68.2,no,15-30 min,no,notes,34.5,44.2,41.8,41.3,E,40.166666666666664,Average
7645,14,other,public,diploma,7.0,90.7,yes,30-60 min,yes,coaching,100.0,91.2,74.7,89.4,B,88.63333333333333,Excellent
7646,17,female,private,diploma,4.1,75.8,yes,>60 min,no,notes,57.2,67.7,85.5,68.2,D,70.13333333333334,Good
7647,17,female,public,diploma,5.2,90.5,no,<15 min,no,notes,80.6,75.2,81.2,77.4,C,79.0,Good
7648,14,other,private,no formal,6.9,87.4,yes,30-60 min,no,textbook,76.6,100.0,74.7,88.3,B,83.76666666666667,Excellent
7649,17,female,private,high school,4.3,98.1,yes,<15 min,yes,online videos,85.6,89.8,71.9,81.2,C,82.43333333333332,Excellent
7650,18,male,public,post graduate,4.3,61.1,yes,>60 min,yes,online videos,48.2,54.6,49.5,51.5,E,50.76666666666667,Average
7651,16,male,private,no formal,4.0,86.8,yes,30-60 min,yes,coaching,60.7,65.9,64.4,59.9,D,63.666666666666664,Good
7652,17,female,private,diploma,5.0,50.7,no,<15 min,no,mixed,50.6,47.6,23.7,54.8,E,40.63333333333333,Average
7653,15,male,private,phd,5.9,96.1,yes,30-60 min,yes,textbook,68.1,86.8,63.0,88.9,B,72.63333333333333,Good
7654,15,other,private,no formal,6.5,59.9,yes,<15 min,no,notes,76.5,61.8,73.9,73.0,C,70.73333333333333,Good
7655,14,female,private,phd,0.7,68.7,yes,15-30 min,no,group study,41.4,38.3,52.3,38.7,F,44.0,Average
7656,15,male,public,diploma,3.1,92.2,yes,30-60 min,no,textbook,44.5,45.1,68.7,55.2,D,52.76666666666667,Average
7657,18,female,public,diploma,3.7,73.9,no,>60 min,yes,online videos,63.6,59.8,53.1,63.0,D,58.833333333333336,Average
